id,word,meaning,zhuyinText,zhuyinCharsJson,partOfSpeech,sourceCategory,appCategory,appCategoryZh,difficulty,level,stageId,sentence,emoji,enabledFor,spellingEnabledFor,source,notes
time_medium_month_001,month,月,ㄩㄝˋ,"[{""char"": ""月"", ""ruby"": ""ㄩㄝˋ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""month"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
nature_easy_moon_001,moon,月亮,ㄩㄝˋ ㄌㄧㄤˋ,"[{""char"": ""月"", ""ruby"": ""ㄩㄝˋ""}, {""char"": ""亮"", ""ruby"": ""ㄌㄧㄤˋ""}]",名詞,天氣/自然,nature,天氣/自然,easy,1,nature_easy,"I know the word ""moon"".",🌤️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
holidays_medium_moon_festival_001,Moon Festival,中秋節,ㄓㄨㄥ ㄑㄧㄡ ㄐㄧㄝˊ,"[{""char"": ""中"", ""ruby"": ""ㄓㄨㄥ""}, {""char"": ""秋"", ""ruby"": ""ㄑㄧㄡ""}, {""char"": ""節"", ""ruby"": ""ㄐㄧㄝˊ""}]",名詞,節日/節慶,holidays,節日,medium,2,holidays_medium,"I know the word ""Moon Festival"".",🎉,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
home_easy_mop_001,mop,用拖把拖地,    ,"[{""char"": ""用"", ""ruby"": """"}, {""char"": ""拖"", ""ruby"": """"}, {""char"": ""把"", ""ruby"": """"}, {""char"": ""拖"", ""ruby"": """"}, {""char"": ""地"", ""ruby"": """"}]",動詞,房子/公寓,home,家與房間,easy,1,home_easy,"I know the word ""mop"".",🏠,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
numbers_easy_more_001,more,更多、較多,ㄍㄥˋ ㄉㄨㄛ ㄐㄧㄠˋ ㄉㄨㄛ,"[{""char"": ""更"", ""ruby"": ""ㄍㄥˋ""}, {""char"": ""多"", ""ruby"": ""ㄉㄨㄛ""}, {""char"": ""較"", ""ruby"": ""ㄐㄧㄠˋ""}, {""char"": ""多"", ""ruby"": ""ㄉㄨㄛ""}]","限定詞, 副詞",數字,numbers,數字,easy,1,numbers_easy,"I know the word ""more"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
time_hard_morning_001,morning,早上, ,"[{""char"": ""早"", ""ruby"": """"}, {""char"": ""上"", ""ruby"": """"}]",名詞,時間,time,時間,hard,3,time_hard,"I know the word ""morning"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
family_medium_mother_001,mother,媽媽 (= mom; mommy),ㄇㄚ ㄇㄚ,"[{""char"": ""媽"", ""ruby"": ""ㄇㄚ""}, {""char"": ""媽"", ""ruby"": ""ㄇㄚ""}]",名詞,家庭,family,家庭,medium,2,family_medium,"I know the word ""mother"".",👨‍👩‍👧‍👦,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
transportation_hard_motorcycle_001,motorcycle,摩托車,  ,"[{""char"": ""摩"", ""ruby"": """"}, {""char"": ""托"", ""ruby"": """"}, {""char"": ""車"", ""ruby"": """"}]",名詞,運輸,transportation,交通,hard,3,transportation_hard,"I know the word ""motorcycle"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
geography_hard_mountain_001,mountain,山,ㄕㄢ,"[{""char"": ""山"", ""ruby"": ""ㄕㄢ""}]",名詞,地理名詞,geography,地理,hard,3,geography_hard,"I know the word ""mountain"".",🌊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
animals_medium_mouse_001,mouse,老鼠,ㄌㄠˇ ㄕㄨˇ,"[{""char"": ""老"", ""ruby"": ""ㄌㄠˇ""}, {""char"": ""鼠"", ""ruby"": ""ㄕㄨˇ""}]",名詞,動物/昆蟲,animals,動物,medium,2,animals_medium,"I know the word ""mouse"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
body_hard_mouth_001,mouth,嘴巴,ㄗㄨㄟˇ ㄅㄚ,"[{""char"": ""嘴"", ""ruby"": ""ㄗㄨㄟˇ""}, {""char"": ""巴"", ""ruby"": ""ㄅㄚ""}]",名詞,身體部位,body,身體部位,hard,3,body_hard,"I know the word ""mouth"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
hobbies_hard_movie_001,movie,電影,ㄉㄧㄢˋ ㄧㄥˇ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""影"", ""ruby"": ""ㄧㄥˇ""}]",名詞,運動/興趣/嗜好,hobbies,運動/興趣,hard,3,hobbies_hard,"I know the word ""movie"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
places_hard_movie_theater_001,movie theater,電影院,ㄉㄧㄢˋ ㄧㄥˇ ㄩㄢˋ,"[{""char"": ""電"", ""ruby"": ""ㄉㄧㄢˋ""}, {""char"": ""影"", ""ruby"": ""ㄧㄥˇ""}, {""char"": ""院"", ""ruby"": ""ㄩㄢˋ""}]",名詞,地點/方位,places,地點/方位,hard,3,places_hard,"I know the word ""movie theater"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
titles_medium_mr_001,Mr.,先生,ㄒㄧㄢ ㄕㄥ,"[{""char"": ""先"", ""ruby"": ""ㄒㄧㄢ""}, {""char"": ""生"", ""ruby"": ""ㄕㄥ""}]",稱謂,稱謂,titles,稱謂,medium,2,titles_medium,"I know the word ""Mr."".",🏷️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
titles_hard_mrs_001,Mrs.,太太,ㄊㄞˋ ㄊㄞˋ,"[{""char"": ""太"", ""ruby"": ""ㄊㄞˋ""}, {""char"": ""太"", ""ruby"": ""ㄊㄞˋ""}]",稱謂,稱謂,titles,稱謂,hard,3,titles_hard,"I know the word ""Mrs."".",🏷️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
transportation_easy_mrt_001,MRT,捷運,ㄐㄧㄝˊ ㄩㄣˋ,"[{""char"": ""捷"", ""ruby"": ""ㄐㄧㄝˊ""}, {""char"": ""運"", ""ruby"": ""ㄩㄣˋ""}]",名詞,運輸,transportation,交通,easy,1,transportation_easy,"I know the word ""MRT"".",🚗,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_easy_much_001,much,許多(例如much water),ㄒㄩˇ ㄉㄨㄛ ㄌㄧˋ ㄖㄨˊ,"[{""char"": ""許"", ""ruby"": ""ㄒㄩˇ""}, {""char"": ""多"", ""ruby"": ""ㄉㄨㄛ""}, {""char"": ""例"", ""ruby"": ""ㄌㄧˋ""}, {""char"": ""如"", ""ruby"": ""ㄖㄨˊ""}]","限定詞, 副詞",數字,numbers,數字,easy,1,numbers_easy,"I know the word ""much"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
places_medium_museum_001,museum,博物館,  ,"[{""char"": ""博"", ""ruby"": """"}, {""char"": ""物"", ""ruby"": """"}, {""char"": ""館"", ""ruby"": """"}]",名詞,地點/方位,places,地點/方位,medium,2,places_medium,"I know the word ""museum"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
school_easy_music_001,music,音樂,ㄧㄣ ㄌㄜˋ,"[{""char"": ""音"", ""ruby"": ""ㄧㄣ""}, {""char"": ""樂"", ""ruby"": ""ㄌㄜˋ""}]",名詞,學校,school,學校,easy,1,school_easy,"I know the word ""music"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
determiners_easy_my_001,my,我的,ㄨㄛˇ ㄉㄜ,"[{""char"": ""我"", ""ruby"": ""ㄨㄛˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",限定詞,冠詞/限定詞,determiners,冠詞/限定詞,easy,1,determiners_easy,"I know the word ""my"".",🔤,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
titles_easy_name_001,name,名字,ㄇㄧㄥˊ ㄗˋ,"[{""char"": ""名"", ""ruby"": ""ㄇㄧㄥˊ""}, {""char"": ""字"", ""ruby"": ""ㄗˋ""}]",名詞,稱謂,titles,稱謂,easy,1,titles_easy,"I know the word ""name"".",🏷️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_medium_near_001,near,靠近、接近,ㄎㄠˋ ㄐㄧㄣˋ ㄐㄧㄝ ㄐㄧㄣˋ,"[{""char"": ""靠"", ""ruby"": ""ㄎㄠˋ""}, {""char"": ""近"", ""ruby"": ""ㄐㄧㄣˋ""}, {""char"": ""接"", ""ruby"": ""ㄐㄧㄝ""}, {""char"": ""近"", ""ruby"": ""ㄐㄧㄣˋ""}]",介系詞,介系詞,prepositions,介系詞,medium,2,prepositions_medium,"I know the word ""near"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_need_001,need,需要,ㄒㄩ ㄧㄠˋ,"[{""char"": ""需"", ""ruby"": ""ㄒㄩ""}, {""char"": ""要"", ""ruby"": ""ㄧㄠˋ""}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""need"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_never_001,never,不曾,ㄅㄨˋ ㄘㄥˊ,"[{""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""曾"", ""ruby"": ""ㄘㄥˊ""}]",副詞,其他副詞,others,其他,hard,3,others_hard,"I know the word ""never"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_new_001,new,新的,ㄒㄧㄣ ㄉㄜ,"[{""char"": ""新"", ""ruby"": ""ㄒㄧㄣ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,easy,1,others_easy,"I know the word ""new"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_hard_next_to_001,next to,在...旁邊,ㄗㄞˋ ㄆㄤˊ ㄅㄧㄢ,"[{""char"": ""在"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""旁"", ""ruby"": ""ㄆㄤˊ""}, {""char"": ""邊"", ""ruby"": ""ㄅㄧㄢ""}]",介系詞,介系詞,prepositions,介系詞,hard,3,prepositions_hard,"I know the word ""next to"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
traits_medium_nice_001,nice,令人愉快的、宜人的,ㄌㄧㄥˋ ㄖㄣˊ ㄩˊ ㄎㄨㄞˋ ㄉㄜ ㄧˊ ㄖㄣˊ ㄉㄜ,"[{""char"": ""令"", ""ruby"": ""ㄌㄧㄥˋ""}, {""char"": ""人"", ""ruby"": ""ㄖㄣˊ""}, {""char"": ""愉"", ""ruby"": ""ㄩˊ""}, {""char"": ""快"", ""ruby"": ""ㄎㄨㄞˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}, {""char"": ""宜"", ""ruby"": ""ㄧˊ""}, {""char"": ""人"", ""ruby"": ""ㄖㄣˊ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,medium,2,traits_medium,"I know the word ""nice"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_medium_night_001,night,晚上,ㄨㄢˇ ㄕㄤˋ,"[{""char"": ""晚"", ""ruby"": ""ㄨㄢˇ""}, {""char"": ""上"", ""ruby"": ""ㄕㄤˋ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""night"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
numbers_easy_nine_001,nine,九,ㄐㄧㄡˇ,"[{""char"": ""九"", ""ruby"": ""ㄐㄧㄡˇ""}]",數字,數字,numbers,數字,easy,1,numbers_easy,"I know the word ""nine"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_hard_nineteen_001,nineteen,十九,ㄕˊ ㄐㄧㄡˇ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""九"", ""ruby"": ""ㄐㄧㄡˇ""}]",數字,數字,numbers,數字,hard,3,numbers_hard,"I know the word ""nineteen"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
numbers_medium_ninety_001,ninety,九十,ㄐㄧㄡˇ ㄕˊ,"[{""char"": ""九"", ""ruby"": ""ㄐㄧㄡˇ""}, {""char"": ""十"", ""ruby"": ""ㄕˊ""}]",數字,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""ninety"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_no_001,no,不,ㄅㄨˋ,"[{""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}]",副詞,其他副詞,others,其他,easy,1,others_easy,"I know the word ""no"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_hard_noodles_001,noodles,麵,ㄇㄧㄢˋ,"[{""char"": ""麵"", ""ruby"": ""ㄇㄧㄢˋ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""noodles"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
body_hard_nose_001,nose,鼻子,ㄅㄧˊ ㄗˇ,"[{""char"": ""鼻"", ""ruby"": ""ㄅㄧˊ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,身體部位,body,身體部位,hard,3,body_hard,"I know the word ""nose"".",👋,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_easy_not_001,not,不、沒有,ㄅㄨˋ ㄇㄟˊ ㄧㄡˇ,"[{""char"": ""不"", ""ruby"": ""ㄅㄨˋ""}, {""char"": ""沒"", ""ruby"": ""ㄇㄟˊ""}, {""char"": ""有"", ""ruby"": ""ㄧㄡˇ""}]",副詞,其他副詞,others,其他,easy,1,others_easy,"I know the word ""not"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
pronouns_hard_nothing_001,nothing,什麼都沒有,ㄕㄣˊ ㄇㄜ ㄉㄡ ㄇㄟˊ ㄧㄡˇ,"[{""char"": ""什"", ""ruby"": ""ㄕㄣˊ""}, {""char"": ""麼"", ""ruby"": ""ㄇㄜ""}, {""char"": ""都"", ""ruby"": ""ㄉㄡ""}, {""char"": ""沒"", ""ruby"": ""ㄇㄟˊ""}, {""char"": ""有"", ""ruby"": ""ㄧㄡˇ""}]",代名詞,代名詞,pronouns,代名詞,hard,3,pronouns_hard,"I know the word ""nothing"".",👤,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_hard_november_001,November,十一月,ㄕˊ ㄧ ㄩㄝˋ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""月"", ""ruby"": ""ㄩㄝˋ""}]",名詞,時間,time,時間,hard,3,time_hard,"I know the word ""November"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_easy_now_001,now,現在, ,"[{""char"": ""現"", ""ruby"": """"}, {""char"": ""在"", ""ruby"": """"}]",副詞,時間,time,時間,easy,1,time_easy,"I know the word ""now"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
numbers_medium_number_001,number,數字,ㄗˋ ,"[{""char"": ""數"", ""ruby"": ""ㄗˋ""}, {""char"": ""字"", ""ruby"": """"}]",名詞,數字,numbers,數字,medium,2,numbers_medium,"I know the word ""number"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正; 注音需人工確認
jobs_easy_nurse_001,nurse,護士,ㄏㄨˋ ㄕˋ,"[{""char"": ""護"", ""ruby"": ""ㄏㄨˋ""}, {""char"": ""士"", ""ruby"": ""ㄕˋ""}]",名詞,工作,jobs,工作,easy,1,jobs_easy,"I know the word ""nurse"".",👩‍⚕️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_hard_o_clock_001,o'clock,...點鐘,ㄉㄧㄢˇ ㄓㄨㄥ,"[{""char"": ""點"", ""ruby"": ""ㄉㄧㄢˇ""}, {""char"": ""鐘"", ""ruby"": ""ㄓㄨㄥ""}]",副詞,時間,time,時間,hard,3,time_hard,"I know the word ""o'clock"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
time_medium_october_001,October,十月,ㄕˊ ㄩㄝˋ,"[{""char"": ""十"", ""ruby"": ""ㄕˊ""}, {""char"": ""月"", ""ruby"": ""ㄩㄝˋ""}]",名詞,時間,time,時間,medium,2,time_medium,"I know the word ""October"".",🕒,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_easy_of_001,of,...的,ㄉㄜ,"[{""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",介系詞,介系詞,prepositions,介系詞,easy,1,prepositions_easy,"I know the word ""of"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_medium_off_001,off,離開、從...去掉,ㄌㄧˊ ㄎㄞ ㄘㄨㄥˊ ㄑㄩˋ ㄉㄧㄠˋ,"[{""char"": ""離"", ""ruby"": ""ㄌㄧˊ""}, {""char"": ""開"", ""ruby"": ""ㄎㄞ""}, {""char"": ""從"", ""ruby"": ""ㄘㄨㄥˊ""}, {""char"": ""去"", ""ruby"": ""ㄑㄩˋ""}, {""char"": ""掉"", ""ruby"": ""ㄉㄧㄠˋ""}]",介系詞,介系詞,prepositions,介系詞,medium,2,prepositions_medium,"I know the word ""off"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
places_medium_office_001,office,辦公室,ㄅㄢˋ ㄍㄨㄥ ㄕˋ,"[{""char"": ""辦"", ""ruby"": ""ㄅㄢˋ""}, {""char"": ""公"", ""ruby"": ""ㄍㄨㄥ""}, {""char"": ""室"", ""ruby"": ""ㄕˋ""}]",名詞,地點/方位,places,地點/方位,medium,2,places_medium,"I know the word ""office"".",📍,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_ok_001,OK,好的,ㄏㄠˇ ㄉㄜ,"[{""char"": ""好"", ""ruby"": ""ㄏㄠˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,easy,1,others_easy,"I know the word ""OK"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_easy_ok_002,OK,沒事,ㄇㄟˊ ㄕˋ,"[{""char"": ""沒"", ""ruby"": ""ㄇㄟˊ""}, {""char"": ""事"", ""ruby"": ""ㄕˋ""}]",副詞,其他副詞,others,其他,easy,1,others_easy,"I know the word ""OK"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
traits_easy_old_001,old,1. 年紀、年齡；2. 老的,ㄋㄧㄢˊ ㄐㄧˋ ㄋㄧㄢˊ ㄌㄧㄥˊ ㄌㄠˇ ㄉㄜ,"[{""char"": ""年"", ""ruby"": ""ㄋㄧㄢˊ""}, {""char"": ""紀"", ""ruby"": ""ㄐㄧˋ""}, {""char"": ""年"", ""ruby"": ""ㄋㄧㄢˊ""}, {""char"": ""齡"", ""ruby"": ""ㄌㄧㄥˊ""}, {""char"": ""老"", ""ruby"": ""ㄌㄠˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,個性/特點,traits,個性/特點,easy,1,traits_easy,"I know the word ""old"".",😊,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_easy_on_001,on,在...上面；在(某一天),ㄗㄞˋ ㄕㄤˋ ㄇㄧㄢˋ ㄗㄞˋ ㄇㄡˇ ㄧ ㄊㄧㄢ,"[{""char"": ""在"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""上"", ""ruby"": ""ㄕㄤˋ""}, {""char"": ""面"", ""ruby"": ""ㄇㄧㄢˋ""}, {""char"": ""在"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""某"", ""ruby"": ""ㄇㄡˇ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""天"", ""ruby"": ""ㄊㄧㄢ""}]",介系詞,介系詞,prepositions,介系詞,easy,1,prepositions_easy,"I know the word ""on"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
numbers_easy_one_001,one,一,ㄧ,"[{""char"": ""一"", ""ruby"": ""ㄧ""}]",數字,數字,numbers,數字,easy,1,numbers_easy,"I know the word ""one"".",🔢,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_medium_only_001,only,僅有的,ㄐㄧㄣˇ ㄧㄡˇ ㄉㄜ,"[{""char"": ""僅"", ""ruby"": ""ㄐㄧㄣˇ""}, {""char"": ""有"", ""ruby"": ""ㄧㄡˇ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,其他形容詞,others,其他,medium,2,others_medium,"I know the word ""only"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_hard_only_001,only,唯一地,ㄨㄟˊ ㄧ ㄉㄜ,"[{""char"": ""唯"", ""ruby"": ""ㄨㄟˊ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""地"", ""ruby"": ""ㄉㄜ""}]",副詞,其他副詞,others,其他,hard,3,others_hard,"I know the word ""only"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
others_medium_open_001,open,開,ㄎㄞ,"[{""char"": ""開"", ""ruby"": ""ㄎㄞ""}]",動詞,其他動詞,others,其他,medium,2,others_medium,"I know the word ""open"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
foods_hard_orange_001,orange,橘子,ㄐㄩˊ ㄗˇ,"[{""char"": ""橘"", ""ruby"": ""ㄐㄩˊ""}, {""char"": ""子"", ""ruby"": ""ㄗˇ""}]",名詞,食物/飲料,foods,食物/飲料,hard,3,foods_hard,"I know the word ""orange"".",🍎,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
colors_hard_orange_001,orange,橘色的,ㄐㄩˊ ㄙㄜˋ ㄉㄜ,"[{""char"": ""橘"", ""ruby"": ""ㄐㄩˊ""}, {""char"": ""色"", ""ruby"": ""ㄙㄜˋ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",形容詞,顏色,colors,顏色,hard,3,colors_hard,"I know the word ""orange"".",🎨,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
others_medium_other_001,other,其他的,ㄑㄧˊ ㄊㄚ ㄉㄜ,"[{""char"": ""其"", ""ruby"": ""ㄑㄧˊ""}, {""char"": ""他"", ""ruby"": ""ㄊㄚ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]","形容詞, 代名詞, 限定詞",其他形容詞,others,其他,medium,2,others_medium,"I know the word ""other"".",⭐,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
determiners_medium_our_001,our,我們的,ㄨㄛˇ ㄇㄣ ㄉㄜ,"[{""char"": ""我"", ""ruby"": ""ㄨㄛˇ""}, {""char"": ""們"", ""ruby"": ""ㄇㄣ""}, {""char"": ""的"", ""ruby"": ""ㄉㄜ""}]",限定詞,冠詞/限定詞,determiners,冠詞/限定詞,medium,2,determiners_medium,"I know the word ""our"".",🔤,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_medium_out_001,out,向外地,ㄒㄧㄤˋ ㄨㄞˋ ㄉㄜ,"[{""char"": ""向"", ""ruby"": ""ㄒㄧㄤˋ""}, {""char"": ""外"", ""ruby"": ""ㄨㄞˋ""}, {""char"": ""地"", ""ruby"": ""ㄉㄜ""}]",介系詞,介系詞,prepositions,介系詞,medium,2,prepositions_medium,"I know the word ""out"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_hard_outside_001,outside,在...外面、向...外面,ㄗㄞˋ ㄨㄞˋ ㄇㄧㄢˋ ㄒㄧㄤˋ ㄨㄞˋ ㄇㄧㄢˋ,"[{""char"": ""在"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""外"", ""ruby"": ""ㄨㄞˋ""}, {""char"": ""面"", ""ruby"": ""ㄇㄧㄢˋ""}, {""char"": ""向"", ""ruby"": ""ㄒㄧㄤˋ""}, {""char"": ""外"", ""ruby"": ""ㄨㄞˋ""}, {""char"": ""面"", ""ruby"": ""ㄇㄧㄢˋ""}]",介系詞,介系詞,prepositions,介系詞,hard,3,prepositions_hard,"I know the word ""outside"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
prepositions_medium_over_001,over,在...上方,ㄗㄞˋ ㄕㄤˋ ㄈㄤ,"[{""char"": ""在"", ""ruby"": ""ㄗㄞˋ""}, {""char"": ""上"", ""ruby"": ""ㄕㄤˋ""}, {""char"": ""方"", ""ruby"": ""ㄈㄤ""}]",介系詞,介系詞,prepositions,介系詞,medium,2,prepositions_medium,"I know the word ""over"".",↔️,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
hobbies_hard_paint_001,paint,用顏料畫、刷油漆,      ,"[{""char"": ""用"", ""ruby"": """"}, {""char"": ""顏"", ""ruby"": """"}, {""char"": ""料"", ""ruby"": """"}, {""char"": ""畫"", ""ruby"": """"}, {""char"": ""刷"", ""ruby"": """"}, {""char"": ""油"", ""ruby"": """"}, {""char"": ""漆"", ""ruby"": """"}]",動詞,運動/興趣/嗜好,hobbies,運動/興趣,hard,3,hobbies_hard,"I know the word ""paint"".",⚽,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音需人工確認
sizeMeasurement_medium_pair_001,pair,一雙、一對,ㄧ ㄕㄨㄤ ㄧ ㄉㄨㄟˋ,"[{""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""雙"", ""ruby"": ""ㄕㄨㄤ""}, {""char"": ""一"", ""ruby"": ""ㄧ""}, {""char"": ""對"", ""ruby"": ""ㄉㄨㄟˋ""}]",名詞,尺寸/計量,sizeMeasurement,尺寸/計量,medium,2,sizeMeasurement_medium,"I know the word ""pair"".",📏,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
animals_medium_panda_001,panda,大貓熊,ㄉㄚˋ ㄇㄠ ㄒㄩㄥˊ,"[{""char"": ""大"", ""ruby"": ""ㄉㄚˋ""}, {""char"": ""貓"", ""ruby"": ""ㄇㄠ""}, {""char"": ""熊"", ""ruby"": ""ㄒㄩㄥˊ""}]",名詞,動物/昆蟲,animals,動物,medium,2,animals_medium,"I know the word ""panda"".",🐶,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
clothes_easy_pants_001,pants,長褲,ㄓㄤˇ ㄎㄨˋ,"[{""char"": ""長"", ""ruby"": ""ㄓㄤˇ""}, {""char"": ""褲"", ""ruby"": ""ㄎㄨˋ""}]",名詞,衣服/配件,clothes,衣服/配件,easy,1,clothes_easy,"I know the word ""pants"".",👕,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,注音可由家長頁自動產生後修正
school_medium_paper_001,paper,紙張,ㄓˇ ㄓㄤ,"[{""char"": ""紙"", ""ruby"": ""ㄓˇ""}, {""char"": ""張"", ""ruby"": ""ㄓㄤ""}]",名詞,學校,school,學校,medium,2,school_medium,"I know the word ""paper"".",📚,jim|ethan|ai,jim|ai,GEPT Kids 參考字表,
